"corpus","match_position","left context","match","right_context","thread_postcount","text_nk","thread_title","text_swefn","text_ovix","text_date","text_username","forum_title","forum_url","text_blingbring","thread_lastpost","thread_url","text_lix","text_url"
"Familjeliv: Allmänna rubriker – Familjeliv.se","48255999","Vi är ju intresserade av att komma I kontakt med personer som lider eller haft liknande","ångestfyllda","känslor som väcks av det beteendet eller att inte få uttrycka sina beteenden .","6","1.26","sex- och kärleksberoende","|Condition_Symptom_Relation:624.949|Addiction:232.747|Recovery:163.146|","55.50","2015-11-27 17:57:11","sociologistudent","Familjeliv.se > Efterlysning - media","http://www.familjeliv.se/forum/20/334","|oansenlighet:33.371|missledning:27.88|hedersman:26.098|","2015-11-28 16:46:20","http://www.familjeliv.se/forum/thread/76052842-sex-och-karleksberoende","46.04","http://www.familjeliv.se/forum/thread/76052842-sex-och-karleksberoende/1#anchor-m4"
"Familjeliv: Allmänna rubriker – Familjeliv.se","48621071","Nej , det är så","ångestfyllt",".","1047","0.12","Quick 16 min - Fototävlingstråd","|Choosing:214.539|Likelihood:46.331|Sufficiency:19.371|","inf","2011-08-05 21:09:25","tahira","Familjeliv.se > Tävlingar - av medlemmar","http://www.familjeliv.se/forum/20/441","|bemyndigande:46.095|särskiljande:23.606|val:18.488|","2012-03-04 12:53:53","http://www.familjeliv.se/forum/thread/59444631-quick-16-min-fototavlingstrad","15.00","http://www.familjeliv.se/forum/thread/59444631-quick-16-min-fototavlingstrad/85#anchor-m842"
"Familjeliv: Allmänna rubriker – Familjeliv.se","49433768","Ingen vet hur deppig ,","ångestfylld","och framförallt ensam jag egentligen känner mig .","179","0.34","Har du någon hemlighet som ingen annan än du vet om?","|Predicament:189.783|Manner_of_life:94.618|Complaining:66.623|","61.70","2015-04-03 22:22:59","Anonym (Howlter)","Familjeliv.se > Dagens fråga","http://www.familjeliv.se/forum/20/454","|gäck:88.051|missledning:50.559|fåordighet:39.764|","2015-04-27 23:36:46","http://www.familjeliv.se/forum/thread/75085785-har-du-nagon-hemlighet-som-ingen-annan-an-du-vet-om","24.33","http://www.familjeliv.se/forum/thread/75085785-har-du-nagon-hemlighet-som-ingen-annan-an-du-vet-om/13#anchor-m125"
"Familjeliv: Allmänna rubriker – Familjeliv.se","51259415","Jag tror inte att jag minns någonting från matematiken där , det var bara samling","ångestfyllda","timmar som min hjärna har raderat .","763","0.38","Kan du räkna?","|Erasing:2308.192|Memory:147.16|Locative_relation:23.692|","88.20","2009-06-22 12:33:32","Airlee","Familjeliv.se > Information","http://www.familjeliv.se/forum/20/52","|gravyrkonst:398.557|utplåning:327.853|minne:65.604|","2009-07-06 12:56:10","http://www.familjeliv.se/forum/thread/44992264-kan-du-rakna","32.23","http://www.familjeliv.se/forum/thread/44992264-kan-du-rakna/29#anchor-m285"
"Familjeliv: Allmänna rubriker – Familjeliv.se","54577189","Ett exempel att man kanske blivit en","ångestfylld","person för sitt utseende , för att man varit med om något jobbigt .","5","0.35","Utseendefixerad","|Predicament:194.831|Locale_by_event:142.642|Grooming:82.927|","50.56","2021-08-28 09:41:44","RenLuft","Familjeliv.se > Träffar","http://www.familjeliv.se/forum/20/93","|talträngdhet:36.665|mångordighet:32.616|okroppslighet:22.419|","2021-08-28 21:16:58","http://www.familjeliv.se/forum/thread/81339619-utseendefixerad","29.18","http://www.familjeliv.se/forum/thread/81339619-utseendefixerad/1#anchor-m1"
"Familjeliv: Allmänna rubriker – Familjeliv.se","58792413","En av mina","ångestfyllda","tankar över det hrä med barn är blöjbyten i FLERA ÅR ! !","5378","0.54","Midsommargänget!","|Chemical_potency:96.446|Avoiding:52.463|Exchange:36.554|","73.66","2005-08-18 10:10:29","Prickiga jag","Familjeliv.se > Träffar","http://www.familjeliv.se/forum/20/93","|sammandrag:26.777|osjälviskhet:26.342|lukt:20.665|","2005-10-21 21:12:16","http://www.familjeliv.se/forum/thread/3840896-midsommarganget","22.11","http://www.familjeliv.se/forum/thread/3840896-midsommarganget/103#anchor-m1027"
"Familjeliv: Allmänna rubriker – Familjeliv.se","61036493","Jag skulle nog säga "" Gud vad drygt med en","ångestfylld",", plågsam söndag igen ! ! "" ...","4721","0.50","Midsommargänget II","|Stimulus_focus_negative:67.926|Correctness:43.703|Ingestion:32.159|","60.30","2005-11-06 11:33:58","Tant T","Familjeliv.se > Träffar","http://www.familjeliv.se/forum/20/93","|olärd:95.718|kyrkobruk:51.199|skryt:47.446|","2006-01-22 22:52:41","http://www.familjeliv.se/forum/thread/5174170-midsommarganget-ii","25.00","http://www.familjeliv.se/forum/thread/5174170-midsommarganget-ii/61#anchor-m607"
"Familjeliv: Allmänna rubriker – Familjeliv.se","61437457","Det är","ångestfyllda","frågor tycker jag ...","4721","0.33","Midsommargänget II","|Reasoning:207.208|Examination:110.497|Emotions_by_stimulus:79.058|","55.57","2005-11-16 15:47:40","Tant T","Familjeliv.se > Träffar","http://www.familjeliv.se/forum/20/93","|efterföljare:23.808|skrovlighet:23.124|oförvägenhet:18.695|","2006-01-22 22:52:41","http://www.familjeliv.se/forum/thread/5174170-midsommarganget-ii","30.26","http://www.familjeliv.se/forum/thread/5174170-midsommarganget-ii/120#anchor-m1200"
"Familjeliv: Allmänna rubriker – Fritid & hobby","19111020","Jag tycker inte det har varit kul att ta körkort för det är så","ångestfyllt",".","990","0.29","Vi som pluggar till körkort del 3","|Examination:108.242|Documents:96.859|Activity_stop:37.215|","47.47","2007-01-11 23:16:47","Laminie","Fritid & hobby > Motor","http://www.familjeliv.se/forum/21/272","|fördunstning:181.776|uttolkare:37.464|själviskhet:28.705|","2007-03-02 19:47:17","http://www.familjeliv.se/forum/thread/14895460-vi-som-pluggar-till-korkort-del-3","22.77","http://www.familjeliv.se/forum/thread/14895460-vi-som-pluggar-till-korkort-del-3/48#anchor-m474"
"Familjeliv: Allmänna rubriker – Fritid & hobby","19276232","När jag kom","ångestfylld","till körskolan så var min lektion avbokad eftersom läraren var sjuk .","990","0.40","Vi som pluggar till körkort del 3","|Sacrificing_for:223.56|Request_entity:136.41|Examination:74.44|","55.61","2007-01-23 22:06:06","Laminie","Fritid & hobby > Motor","http://www.familjeliv.se/forum/21/272","|avgudatjänst:35.557|botfärdighet:20.722|botgöring:13.7|","2007-03-02 19:47:17","http://www.familjeliv.se/forum/thread/14895460-vi-som-pluggar-till-korkort-del-3","33.87","http://www.familjeliv.se/forum/thread/14895460-vi-som-pluggar-till-korkort-del-3/68#anchor-m675"
"Familjeliv: Allmänna rubriker – Fritid & hobby","20924475","Är en riktigt","ångestfylld","person och att inte ha den blekaste aning om hur det går till gör mig så sjuuuukt nervös .","11","0.48","Åka tåg för första gången","|Color_qualities:96.908|Compliance:74.093|Hit_or_miss:53.65|","59.03","2021-05-18 23:26:42","Emmis95","Fritid & hobby > Övrigt","http://www.familjeliv.se/forum/21/428","|vägfarande:53.708|retlighet:43.216|fordon:33.538|","2021-05-19 08:53:27","http://www.familjeliv.se/forum/thread/81135547-aka-tag-for-forsta-gangen","23.52","http://www.familjeliv.se/forum/thread/81135547-aka-tag-for-forsta-gangen/1"
"Familjeliv: Allmänna rubriker – Husdjur","3009004","När hon var ca femton stod vi inte ut , hon var jämt","ångestfylld",", väckte oss tidigt och gick inte att stänga in .","124","0.42","Översocial efterbliven katt.","|Being_born:108.109|Cause_to_wake:87.644|Fear:54.193|","65.67","2011-02-11 08:33:25","dogcatbird","Husdjur > Katter","http://www.familjeliv.se/forum/23/411","|oförnuft:38.787|feghet:34.566|strävhet i smak:23.877|","2012-01-11 08:59:14","http://www.familjeliv.se/forum/thread/57252603-oversocial-efterbliven-katt","30.40","http://www.familjeliv.se/forum/thread/57252603-oversocial-efterbliven-katt/1#anchor-m10"
"Familjeliv: Allmänna rubriker – Husdjur","9091252","En jakthund som ser bössan som en möjlighet till jobb , javisst.Det beror ju på djuret och hur de levt.Min svärmors hund ska avlivas av veterinär , den blir panikslagen om man ens tar fram luftgeväret , så att skjuta hunden vore att ge den en","ångestfylld","död.Man anpassar ju don efter person .","216","1.15","Är det okey att avliva ett djur genom att skjuta det? (Husdjur som katt, hund)","|Adjusting:309.264|Hit_target:207.877|Weapon:145.894|","91.55","2010-02-09 19:18:36","LillTussa","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|djurskötsel:52.428|djurriket:46.134|framdrivning:45.726|","2017-05-30 22:39:01","http://www.familjeliv.se/forum/thread/50626535-ar-det-okey-att-avliva-ett-djur-genom-att-skjuta-det-husdjur-som-katt-hund","43.40","http://www.familjeliv.se/forum/thread/50626535-ar-det-okey-att-avliva-ett-djur-genom-att-skjuta-det-husdjur-som-katt-hund/12#anchor-m112"
"Familjeliv: Allmänna rubriker – Husdjur","9171595","Sprutan skulle innebära antingen en","ångestfylld","resa till veterinären med honom , eller att en främmande människa skulle komma hem hit ( vilket stressar honom , bara det ) och dessutom ta i honom fast han inte vill , vilket skulle göra att han skulle vilja bitas osv osv .","216","0.33","Är det okey att avliva ett djur genom att skjuta det? (Husdjur som katt, hund)","|Indigenous_origin:163.826|Hit_target:75.067|Artifact_tool:61.314|","68.92","2010-02-09 20:08:16","Karamellan","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|tillbakadrivning:40.15|djurskötsel:37.865|strömning:37.544|","2017-05-30 22:39:01","http://www.familjeliv.se/forum/thread/50626535-ar-det-okey-att-avliva-ett-djur-genom-att-skjuta-det-husdjur-som-katt-hund","45.42","http://www.familjeliv.se/forum/thread/50626535-ar-det-okey-att-avliva-ett-djur-genom-att-skjuta-det-husdjur-som-katt-hund/12#anchor-m120"
"Familjeliv: Allmänna rubriker – Husdjur","9590648","Blir ändå bara sur , irriterad och","ångestfylld","när jag tänker på hur det är .","2","0.39","Klarar inte av min familj","|Expected_location_of_person:19.681|Emotions_by_stimulus:17.21|Emphasizing:16.428|","54.35","2019-12-15 16:52:46","Måren1203","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|förstörare:54.539|förbannelse:38.213|sump:25.579|","2019-12-15 20:35:01","http://www.familjeliv.se/forum/thread/80101216-klarar-inte-av-min-familj","32.01","http://www.familjeliv.se/forum/thread/80101216-klarar-inte-av-min-familj/1"
"Familjeliv: Allmänna rubriker – Husdjur","9628766","Blir ändå bara sur , irriterad och","ångestfylld","när jag tänker på hur det är .","6","0.39","Klarar inte av min familj","|Expected_location_of_person:19.681|Emotions_by_stimulus:17.21|Emphasizing:16.428|","54.35","2019-12-15 16:52:46","Måren1203","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|förstörare:54.539|förbannelse:38.213|sump:25.579|","2019-12-15 18:59:05","http://www.familjeliv.se/forum/thread/80101217-klarar-inte-av-min-familj","32.01","http://www.familjeliv.se/forum/thread/80101217-klarar-inte-av-min-familj/1"
"Familjeliv: Allmänna rubriker – Husdjur","9730641","Men att ta hästen till ett slakteri kan vara en","ångestfylld","och stressande upplevelse för ägaren , något hästen blir otrygg av .","42","1.06","Avlivning häst runt Malmö","|Import_export_scenario:307.303|Destroying:168.771|Cause_to_be_sharp:138.621|","68.62","2008-04-24 20:02:19","Fru annmi","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|känselbedövning:109.325|fortskaffare:94.747|djurskötsel:39.78|","2008-04-25 15:49:21","http://www.familjeliv.se/forum/thread/32070638-avlivning-hast-runt-malmo","40.78","http://www.familjeliv.se/forum/thread/32070638-avlivning-hast-runt-malmo/3#anchor-m26"
"Familjeliv: Allmänna rubriker – Husdjur","10541561","Jag körde på en katt som tuppade av och när jag var nästan framme till katten för att se hur pass skadad den var , reste den sig och sprang iväg ... blev lite","ångestfylld","över hur det gick med den ... hade inte en chans att få tag i den ... det kändes inte bra .","36","0.73","Kört på en katt....","|Communication_means:143.162|Hindering:93.983|Inspecting:39.032|","62.73","2009-10-26 08:31:09","Vilda Vilma","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|vårdslöshet:20.685|likgiltighet:19.271|indifferens:17.814|","2017-08-10 19:41:04","http://www.familjeliv.se/forum/thread/48012070-kort-pa-en-katt","39.64","http://www.familjeliv.se/forum/thread/48012070-kort-pa-en-katt/4#anchor-m32"
"Familjeliv: Allmänna rubriker – Husdjur","13638212","Så gissa hur","ångestfylld","hanen var de första dagarna / veckorna då sonen började dagis ...","16","0.51","Hur reagerade era hundar på bebis???","|Expected_location_of_person:47.688|Sole_instance:35.125|Ordinal_numbers:32.989|","79.02","2008-09-13 14:59:13","Frostkristall","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|ögonsjuka:127.508|missledning:107.23|tanklöshet:46.931|","2008-09-13 14:59:13","http://www.familjeliv.se/forum/thread/36183769-hur-reagerade-era-hundar-pa-bebis","43.05","http://www.familjeliv.se/forum/thread/36183769-hur-reagerade-era-hundar-pa-bebis/2#anchor-m15"
"Familjeliv: Allmänna rubriker – Husdjur","15845036","Men vi bor trångt , och har en väldigt social ganska liten hund , som brukar hänga där vi är , så att stuva undan honom nånstans blir liksom en högljudd ,","ångestfylld","affär för alla inblandade .","851","0.31","Skulle du stänga in din hund elelr stänga ute den, om det kom hem en hundrädd till dig, eller någon som helt enkelt ogillar hundar?","|Health_response:514.43|Fastener:171.721|People_by_morality_negative:53.855|","53.78","2011-08-30 19:45:12","ABs C","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|formvidrighet:29.142|tystlåtenhet:20.171|samlingspunkt:19.645|","2012-07-16 23:46:25","http://www.familjeliv.se/forum/thread/60805493-skulle-du-stanga-in-din-hund-elelr-stanga-ute-den-om-det-kom-hem-en-hundradd-till-dig-eller-nagon-som-helt-enkelt-ogillar-hundar","22.25","http://www.familjeliv.se/forum/thread/60805493-skulle-du-stanga-in-din-hund-elelr-stanga-ute-den-om-det-kom-hem-en-hundradd-till-dig-eller-nagon-som-helt-enkelt-ogillar-hundar/21#anchor-m202"
"Familjeliv: Allmänna rubriker – Husdjur","22456194","Hon stod jämt vid dörren och jamade","ångestfyllt","och försökte smita ut , särskilt när det var fint väder .","3","0.38","Ett liv utan Fisen","|Contrition:177.575|Manner:59.501|Dead_or_alive:24.916|","64.48","2006-06-21 19:22:53","trollhassel","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|känselbedövning:93.034|noll:62.356|brokighet:20.882|","2006-06-21 19:22:53","http://www.familjeliv.se/forum/thread/10280992-ett-liv-utan-fisen","28.83","http://www.familjeliv.se/forum/thread/10280992-ett-liv-utan-fisen/1#anchor-m2"
"Familjeliv: Allmänna rubriker – Husdjur","24727395","Min gamla tik har alltid varit oroad vid veterinärsbesök och det , tillsammans med en gråtande matte gjorde inte detta tillfälle mindre","ångestfyllt",".","157","0.63","Om din kanin är döende","|Physiological_systems:1346.954|Fall_asleep:170.746|Being_awake:151.158|","59.87","2007-08-01 18:07:50","Vargtass","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|trubbighet:294.152|djurriket:63.802|okänslighet:45.725|","2007-08-03 21:47:37","http://www.familjeliv.se/forum/thread/23336703-om-din-kanin-ar-doende","32.02","http://www.familjeliv.se/forum/thread/23336703-om-din-kanin-ar-doende/7#anchor-m69"
"Familjeliv: Allmänna rubriker – Husdjur","27754472","det var skönt att det inte blev så","ångestfyllt","varken för honom eller för oss .","11","0.80","Hur vet man när det är dags att ge upp?","|Emotions_by_stimulus:58.834|Killing:50.344|Sending:35.236|","61.17","2010-07-15 17:26:32","dessan59","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|hat:31.566|förtyngning:19.097|ohälsa:17.661|","2010-07-17 11:38:56","http://www.familjeliv.se/forum/thread/53500845-hur-vet-man-nar-det-ar-dags-att-ge-upp","21.51","http://www.familjeliv.se/forum/thread/53500845-hur-vet-man-nar-det-ar-dags-att-ge-upp/1#anchor-m4"
"Familjeliv: Allmänna rubriker – Husdjur","29018785","Alla rop här på avlivning kommer ofta från","ångestfyllda","småbarnsföräkdrar som är rädda att deras barn skulle kunna drabbas .","82","0.58","Vad gör vi åt våran hund? Bet 3 st idag, aldrig hänt  förut.","|People_by_morality_negative:97.97|Vocalizations:92.493|Fear:74.372|","88.25","2006-08-07 02:36:56","everyday","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|djurskötsel:36.254|vederläggning:32.633|feghet:23.718|","2006-08-14 01:00:58","http://www.familjeliv.se/forum/thread/11335355-vad-gor-vi-at-varan-hund-bet-3-st-idag-aldrig-hant-forut","26.22","http://www.familjeliv.se/forum/thread/11335355-vad-gor-vi-at-varan-hund-bet-3-st-idag-aldrig-hant-forut/3#anchor-m29"
"Familjeliv: Allmänna rubriker – Husdjur","33516280","Dagens träning blir i hemmets icke så lugna vrå , nu då alla barn är hemma , men snacka om eldprov , då barnen är väldigt distraherande för henne , och fördelen för mig är att jag själv inte är","ångestfylld",", får väl se hur dagens övningar går .","14","0.79","Påverka hunden?","|Exercising:416.581|Conferring_benefit:149.69|Chatting:122.344|","75.37","2008-08-30 09:56:54","Qywez","Husdjur > Hundar","http://www.familjeliv.se/forum/23/82","|avgudatjänst:80.428|magi:45.501|ojämnhet:28.71|","2008-08-31 15:07:51","http://www.familjeliv.se/forum/thread/35681552-paverka-hunden","39.96","http://www.familjeliv.se/forum/thread/35681552-paverka-hunden/1#anchor-m10"
